regcode,regname,provcode,provname,citycode,cityname,registered,accredited,unregistered,drafted,for_validation,back_to_encoder,validated,approved,total_stepzero
01,REGION I (ILOCOS REGION),01028,ILOCOS NORTE,0102801,ADAMS,4,16,0,16,0,0,0,0,0
01,REGION I (ILOCOS REGION),01028,ILOCOS NORTE,0102802,BACARRA,40,154,0,182,11,0,0,0,1
01,REGION I (ILOCOS REGION),01028,ILOCOS NORTE,0102803,BADOC,35,194,10,229,0,0,0,0,0
01,REGION I (ILOCOS REGION),01028,ILOCOS NORTE,0102804,BANGUI,16,65,0,81,0,0,0,0,0
01,REGION I (ILOCOS REGION),01028,ILOCOS NORTE,0102811,BANNA,10,93,0,103,0,0,0,0,0
01,REGION I (ILOCOS REGION),01028,ILOCOS NORTE,0102806,BURGOS,9,37,2,36,0,0,0,0,0
01,REGION I (ILOCOS REGION),01028,ILOCOS NORTE,0102807,CARASI,6,10,0,14,0,0,0,0,0
01,REGION I (ILOCOS REGION),01028,ILOCOS NORTE,0102805,CITY OF BATAC,57,270,0,325,0,0,0,0,0
01,REGION I (ILOCOS REGION),01028,ILOCOS NORTE,0102812,CITY OF LAOAG (CAPITAL),115,177,0,174,0,0,0,0,0
01,REGION I (ILOCOS REGION),01028,ILOCOS NORTE,0102808,CURRIMAO,48,36,48,30,0,0,0,0,0
01,REGION I (ILOCOS REGION),01028,ILOCOS NORTE,0102809,DINGRAS,78,103,11,84,0,1,72,0,1
01,REGION I (ILOCOS REGION),01028,ILOCOS NORTE,0102810,DUMALNEG,7,23,0,32,0,0,0,0,1
01,REGION I (ILOCOS REGION),01028,ILOCOS NORTE,0102813,MARCOS,42,82,0,122,0,0,0,0,0
01,REGION I (ILOCOS REGION),01028,ILOCOS NORTE,0102814,NUEVA ERA,0,100,0,100,0,0,0,0,0
01,REGION I (ILOCOS REGION),01028,ILOCOS NORTE,0102815,PAGUDPUD,27,148,0,151,0,0,0,0,0
01,REGION I (ILOCOS REGION),01028,ILOCOS NORTE,0102816,PAOAY,64,94,0,158,0,0,0,0,0
01,REGION I (ILOCOS REGION),01028,ILOCOS NORTE,0102817,PASUQUIN,34,143,7,36,98,2,21,0,0
01,REGION I (ILOCOS REGION),01028,ILOCOS NORTE,0102818,PIDDIG,42,88,0,129,0,0,0,0,0
01,REGION I (ILOCOS REGION),01028,ILOCOS NORTE,0102819,PINILI,21,92,15,113,0,0,0,0,0
01,REGION I (ILOCOS REGION),01028,ILOCOS NORTE,0102820,SAN NICOLAS,34,136,8,168,0,0,0,0,0
01,REGION I (ILOCOS REGION),01028,ILOCOS NORTE,0102821,SARRAT,29,164,10,0,189,0,3,0,1
01,REGION I (ILOCOS REGION),01028,ILOCOS NORTE,0102822,SOLSONA,33,111,0,144,0,0,0,0,0
01,REGION I (ILOCOS REGION),01028,ILOCOS NORTE,0102823,VINTAR,58,130,40,188,0,0,0,0,0
01,REGION I (ILOCOS REGION),01029,ILOCOS SUR,0102901,ALILEM,10,45,10,55,0,0,0,0,0
01,REGION I (ILOCOS REGION),01029,ILOCOS SUR,0102902,BANAYOYO,11,25,0,35,0,0,0,0,0
01,REGION I (ILOCOS REGION),01029,ILOCOS SUR,0102903,BANTAY,51,96,26,134,17,0,0,0,1
01,REGION I (ILOCOS REGION),01029,ILOCOS SUR,0102904,BURGOS,53,53,2,102,0,0,0,0,0
01,REGION I (ILOCOS REGION),01029,ILOCOS SUR,0102905,CABUGAO,122,15,0,134,0,0,0,0,0
01,REGION I (ILOCOS REGION),01029,ILOCOS SUR,0102907,CAOAYAN,33,83,11,116,0,0,0,0,0
01,REGION I (ILOCOS REGION),01029,ILOCOS SUR,0102908,CERVANTES,18,66,9,83,0,0,0,0,0
01,REGION I (ILOCOS REGION),01029,ILOCOS SUR,0102906,CITY OF CANDON,92,316,17,403,0,0,0,0,0
01,REGION I (ILOCOS REGION),01029,ILOCOS SUR,0102934,CITY OF VIGAN (CAPITAL),82,186,69,267,2,0,0,0,1
01,REGION I (ILOCOS REGION),01029,ILOCOS SUR,0102909,GALIMUYOD,20,61,0,40,34,0,0,0,1
01,REGION I (ILOCOS REGION),01029,ILOCOS SUR,0102910,GREGORIO DEL PILAR,3,28,0,31,0,0,0,0,0
01,REGION I (ILOCOS REGION),01029,ILOCOS SUR,0102911,LIDLIDDA,3,37,2,40,0,0,0,0,0
01,REGION I (ILOCOS REGION),01029,ILOCOS SUR,0102912,MAGSINGAL,60,131,0,36,152,0,3,0,0
01,REGION I (ILOCOS REGION),01029,ILOCOS SUR,0102913,NAGBUKEL,13,38,5,51,0,0,0,0,0
01,REGION I (ILOCOS REGION),01029,ILOCOS SUR,0102914,NARVACAN,91,116,13,207,0,0,0,0,0
01,REGION I (ILOCOS REGION),01029,ILOCOS SUR,0102915,QUIRINO,24,47,8,69,0,0,0,0,0
01,REGION I (ILOCOS REGION),01029,ILOCOS SUR,0102916,SALCEDO,9,50,6,59,0,0,0,0,0
01,REGION I (ILOCOS REGION),01029,ILOCOS SUR,0102917,SAN EMILIO,10,43,6,53,0,0,0,0,1
01,REGION I (ILOCOS REGION),01029,ILOCOS SUR,0102918,SAN ESTEBAN,11,16,0,27,0,0,0,0,0
01,REGION I (ILOCOS REGION),01029,ILOCOS SUR,0102919,SAN ILDEFONSO,9,43,0,34,18,0,0,0,1
01,REGION I (ILOCOS REGION),01029,ILOCOS SUR,0102920,SAN JUAN,42,88,0,130,0,0,0,0,0
01,REGION I (ILOCOS REGION),01029,ILOCOS SUR,0102921,SAN VICENTE,20,47,0,65,0,0,0,0,0
01,REGION I (ILOCOS REGION),01029,ILOCOS SUR,0102922,SANTA,32,88,14,120,0,0,0,0,0
01,REGION I (ILOCOS REGION),01029,ILOCOS SUR,0102923,SANTA CATALINA,12,114,9,120,0,0,0,0,0
01,REGION I (ILOCOS REGION),01029,ILOCOS SUR,0102924,SANTA CRUZ,83,126,14,204,0,0,0,0,0
01,REGION I (ILOCOS REGION),01029,ILOCOS SUR,0102925,SANTA LUCIA,10,99,5,97,1,0,0,0,0
01,REGION I (ILOCOS REGION),01029,ILOCOS SUR,0102926,SANTA MARIA,30,133,0,161,0,0,0,0,0
01,REGION I (ILOCOS REGION),01029,ILOCOS SUR,0102927,SANTIAGO,58,101,0,0,7,0,123,17,1
01,REGION I (ILOCOS REGION),01029,ILOCOS SUR,0102928,SANTO DOMINGO,2,180,0,182,0,0,0,0,0
01,REGION I (ILOCOS REGION),01029,ILOCOS SUR,0102929,SIGAY,0,19,15,3,1,0,20,0,0
01,REGION I (ILOCOS REGION),01029,ILOCOS SUR,0102930,SINAIT,53,142,1,194,0,0,0,0,0
01,REGION I (ILOCOS REGION),01029,ILOCOS SUR,0102931,SUGPON,33,0,0,32,0,0,0,0,0
01,REGION I (ILOCOS REGION),01029,ILOCOS SUR,0102932,SUYO,14,66,26,79,0,0,0,0,0
01,REGION I (ILOCOS REGION),01029,ILOCOS SUR,0102933,TAGUDIN,50,86,8,134,0,0,0,0,0
01,REGION I (ILOCOS REGION),01033,LA UNION,0103301,AGOO,58,60,22,115,0,0,0,0,0
01,REGION I (ILOCOS REGION),01033,LA UNION,0103302,ARINGAY,75,179,19,239,0,0,0,0,0
01,REGION I (ILOCOS REGION),01033,LA UNION,0103303,BACNOTAN,53,144,54,194,0,0,0,0,0
01,REGION I (ILOCOS REGION),01033,LA UNION,0103304,BAGULIN,0,85,0,77,0,0,0,0,1
01,REGION I (ILOCOS REGION),01033,LA UNION,0103305,BALAOAN,54,172,30,226,0,0,0,0,0
01,REGION I (ILOCOS REGION),01033,LA UNION,0103306,BANGAR,89,141,0,229,0,0,0,0,0
01,REGION I (ILOCOS REGION),01033,LA UNION,0103307,BAUANG,257,101,41,201,80,13,4,0,1
01,REGION I (ILOCOS REGION),01033,LA UNION,0103308,BURGOS,11,20,4,31,0,0,0,0,1
01,REGION I (ILOCOS REGION),01033,LA UNION,0103309,CABA,75,62,16,137,0,0,0,0,0
01,REGION I (ILOCOS REGION),01033,LA UNION,0103314,CITY OF SAN FERNANDO (CAPITAL),123,221,0,338,1,0,0,0,0
01,REGION I (ILOCOS REGION),01033,LA UNION,0103310,LUNA,58,162,58,220,0,0,0,0,0
01,REGION I (ILOCOS REGION),01033,LA UNION,0103311,NAGUILIAN,99,187,0,286,0,0,0,0,0
01,REGION I (ILOCOS REGION),01033,LA UNION,0103312,PUGO,33,39,18,72,0,0,0,0,0
01,REGION I (ILOCOS REGION),01033,LA UNION,0103313,ROSARIO,43,223,0,263,0,0,0,0,0
01,REGION I (ILOCOS REGION),01033,LA UNION,0103315,SAN GABRIEL,34,91,1,124,0,0,0,0,1
01,REGION I (ILOCOS REGION),01033,LA UNION,0103316,SAN JUAN,87,151,1,236,0,0,0,0,0
01,REGION I (ILOCOS REGION),01033,LA UNION,0103317,SANTO TOMAS,41,76,0,117,0,0,0,0,0
01,REGION I (ILOCOS REGION),01033,LA UNION,0103318,SANTOL,15,47,14,61,1,0,0,0,1
01,REGION I (ILOCOS REGION),01033,LA UNION,0103319,SUDIPEN,50,85,8,135,0,0,0,0,0
01,REGION I (ILOCOS REGION),01033,LA UNION,0103320,TUBAO,30,102,7,132,0,0,0,0,0
01,REGION I (ILOCOS REGION),01055,PANGASINAN,0105501,AGNO,14,63,0,54,18,0,0,0,1
01,REGION I (ILOCOS REGION),01055,PANGASINAN,0105502,AGUILAR,52,144,25,116,0,0,0,0,0
01,REGION I (ILOCOS REGION),01055,PANGASINAN,0105504,ALCALA,73,150,5,76,149,0,0,0,1
01,REGION I (ILOCOS REGION),01055,PANGASINAN,0105505,ANDA,24,137,7,159,6,0,0,0,1
01,REGION I (ILOCOS REGION),01055,PANGASINAN,0105506,ASINGAN,62,199,57,259,1,0,0,0,0
01,REGION I (ILOCOS REGION),01055,PANGASINAN,0105507,BALUNGAO,50,91,17,84,50,1,0,0,0
01,REGION I (ILOCOS REGION),01055,PANGASINAN,0105508,BANI,25,189,0,213,0,0,0,0,0
01,REGION I (ILOCOS REGION),01055,PANGASINAN,0105509,BASISTA,70,138,30,117,83,0,0,0,1
01,REGION I (ILOCOS REGION),01055,PANGASINAN,0105510,BAUTISTA,70,167,0,236,0,0,0,0,0
01,REGION I (ILOCOS REGION),01055,PANGASINAN,0105511,BAYAMBANG,142,459,43,228,168,3,26,195,1
01,REGION I (ILOCOS REGION),01055,PANGASINAN,0105512,BINALONAN,63,144,0,156,33,0,0,0,1
01,REGION I (ILOCOS REGION),01055,PANGASINAN,0105513,BINMALEY,143,403,5,468,0,0,0,0,0
01,REGION I (ILOCOS REGION),01055,PANGASINAN,0105514,BOLINAO,39,292,0,317,7,0,52,0,1
01,REGION I (ILOCOS REGION),01055,PANGASINAN,0105515,BUGALLON,93,237,30,41,55,3,218,0,1
01,REGION I (ILOCOS REGION),01055,PANGASINAN,0105516,BURGOS,6,34,3,40,0,0,0,0,1
01,REGION I (ILOCOS REGION),01055,PANGASINAN,0105517,CALASIAO,35,126,123,128,0,0,0,0,1
01,REGION I (ILOCOS REGION),01055,PANGASINAN,0105503,CITY OF ALAMINOS,104,128,52,195,6,9,0,0,1
01,REGION I (ILOCOS REGION),01055,PANGASINAN,0105518,CITY OF DAGUPAN,3,296,14,207,9,0,79,0,1
01,REGION I (ILOCOS REGION),01055,PANGASINAN,0105532,CITY OF SAN CARLOS,531,904,21,1271,164,0,0,0,1
01,REGION I (ILOCOS REGION),01055,PANGASINAN,0105546,CITY OF URDANETA,124,168,60,132,38,1,83,24,0
01,REGION I (ILOCOS REGION),01055,PANGASINAN,0105519,DASOL,23,88,0,110,0,0,0,0,0
01,REGION I (ILOCOS REGION),01055,PANGASINAN,0105520,INFANTA,9,29,0,32,1,0,0,0,1
01,REGION I (ILOCOS REGION),01055,PANGASINAN,0105521,LABRADOR,45,75,0,9,0,1,118,1,1
01,REGION I (ILOCOS REGION),01055,PANGASINAN,0105548,LAOAC,49,189,0,238,0,0,0,0,0
01,REGION I (ILOCOS REGION),01055,PANGASINAN,0105522,LINGAYEN (CAPITAL),302,200,4,46,21,8,1,436,1
01,REGION I (ILOCOS REGION),01055,PANGASINAN,0105523,MABINI,28,90,5,0,0,0,0,123,1
01,REGION I (ILOCOS REGION),01055,PANGASINAN,0105524,MALASIQUI,423,413,0,836,0,0,0,0,0
01,REGION I (ILOCOS REGION),01055,PANGASINAN,0105525,MANAOAG,101,150,11,251,0,0,0,0,0
01,REGION I (ILOCOS REGION),01055,PANGASINAN,0105526,MANGALDAN,149,286,1,0,409,0,0,0,1
01,REGION I (ILOCOS REGION),01055,PANGASINAN,0105527,MANGATAREM,12,247,139,254,0,0,0,0,0
01,REGION I (ILOCOS REGION),01055,PANGASINAN,0105528,MAPANDAN,72,141,10,213,0,0,0,0,0
01,REGION I (ILOCOS REGION),01055,PANGASINAN,0105529,NATIVIDAD,36,59,36,95,0,0,0,0,0
01,REGION I (ILOCOS REGION),01055,PANGASINAN,0105530,POZORRUBIO,76,102,41,193,0,0,0,0,1
01,REGION I (ILOCOS REGION),01055,PANGASINAN,0105531,ROSALES,123,105,65,226,0,0,0,0,0
01,REGION I (ILOCOS REGION),01055,PANGASINAN,0105533,SAN FABIAN,124,369,0,492,0,0,0,0,1
01,REGION I (ILOCOS REGION),01055,PANGASINAN,0105534,SAN JACINTO,31,163,47,139,35,0,2,13,0
01,REGION I (ILOCOS REGION),01055,PANGASINAN,0105535,SAN MANUEL,40,96,0,0,0,0,0,136,1
01,REGION I (ILOCOS REGION),01055,PANGASINAN,0105536,SAN NICOLAS,51,187,48,192,84,0,1,0,1
01,REGION I (ILOCOS REGION),01055,PANGASINAN,0105537,SAN QUINTIN,119,153,34,264,0,0,0,0,0
01,REGION I (ILOCOS REGION),01055,PANGASINAN,0105538,SANTA BARBARA,156,302,20,458,0,0,0,0,0
01,REGION I (ILOCOS REGION),01055,PANGASINAN,0105539,SANTA MARIA,0,86,52,83,0,0,0,0,0
01,REGION I (ILOCOS REGION),01055,PANGASINAN,0105540,SANTO TOMAS,7,42,1,0,51,0,0,0,1
01,REGION I (ILOCOS REGION),01055,PANGASINAN,0105541,SISON,60,95,11,154,0,0,0,0,0
01,REGION I (ILOCOS REGION),01055,PANGASINAN,0105542,SUAL,47,81,0,127,0,0,0,0,0
01,REGION I (ILOCOS REGION),01055,PANGASINAN,0105543,TAYUG,56,163,0,167,0,0,0,0,0
01,REGION I (ILOCOS REGION),01055,PANGASINAN,0105544,UMINGAN,0,326,193,326,0,0,0,0,0
01,REGION I (ILOCOS REGION),01055,PANGASINAN,0105545,URBIZTONDO,85,166,6,246,0,0,0,0,1
01,REGION I (ILOCOS REGION),01055,PANGASINAN,0105547,VILLASIS,58,124,13,181,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02009,BATANES,0200901,BASCO (CAPITAL),0,26,0,25,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02009,BATANES,0200902,ITBAYAT,0,14,0,14,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02009,BATANES,0200903,IVANA,7,0,0,7,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02009,BATANES,0200904,MAHATAO,0,9,0,9,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02009,BATANES,0200905,SABTANG,13,0,0,13,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02009,BATANES,0200906,UYUGAN,0,11,0,10,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02015,CAGAYAN,0201501,ABULUG,16,45,4,61,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02015,CAGAYAN,0201502,ALCALA,87,109,0,196,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02015,CAGAYAN,0201503,ALLACAPAN,180,0,0,180,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02015,CAGAYAN,0201504,AMULUNG,352,0,0,352,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02015,CAGAYAN,0201505,APARRI,64,103,19,167,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02015,CAGAYAN,0201506,BAGGAO,323,0,0,323,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02015,CAGAYAN,0201507,BALLESTEROS,100,0,0,97,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02015,CAGAYAN,0201508,BUGUEY,49,122,13,171,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02015,CAGAYAN,0201509,CALAYAN,113,0,36,113,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02015,CAGAYAN,0201510,CAMALANIUGAN,14,66,5,80,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02015,CAGAYAN,0201511,CLAVERIA,52,147,11,199,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02015,CAGAYAN,0201512,ENRILE,45,86,4,131,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02015,CAGAYAN,0201513,GATTARAN,54,248,22,302,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02015,CAGAYAN,0201514,GONZAGA,38,123,7,154,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02015,CAGAYAN,0201515,IGUIG,0,96,11,96,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02015,CAGAYAN,0201516,LAL-LO,0,162,0,162,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02015,CAGAYAN,0201517,LASAM,33,159,24,185,7,0,0,0,1
02,REGION II (CAGAYAN VALLEY),02015,CAGAYAN,0201518,PAMPLONA,32,83,10,115,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02015,CAGAYAN,0201519,PEÑABLANCA,25,32,0,57,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02015,CAGAYAN,0201520,PIAT,16,27,4,43,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02015,CAGAYAN,0201521,RIZAL,30,61,13,90,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02015,CAGAYAN,0201522,SANCHEZ-MIRA,6,179,0,178,0,0,0,0,1
02,REGION II (CAGAYAN VALLEY),02015,CAGAYAN,0201523,SANTA ANA,11,55,0,66,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02015,CAGAYAN,0201524,SANTA PRAXEDES,8,4,0,12,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02015,CAGAYAN,0201525,SANTA TERESITA,23,63,8,82,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02015,CAGAYAN,0201526,SANTO NIÑO,50,71,8,121,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02015,CAGAYAN,0201527,SOLANA,80,170,11,250,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02015,CAGAYAN,0201528,TUAO,31,159,43,190,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02015,CAGAYAN,0201529,TUGUEGARAO CITY (CAPITAL),226,34,3,250,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02031,ISABELA,0203101,ALICIA,70,78,11,148,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02031,ISABELA,0203102,ANGADANAN,29,53,6,81,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02031,ISABELA,0203103,AURORA,26,71,0,97,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02031,ISABELA,0203104,BENITO SOLIVEN,23,60,14,82,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02031,ISABELA,0203105,BURGOS,0,86,20,86,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02031,ISABELA,0203106,CABAGAN,50,97,12,147,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02031,ISABELA,0203107,CABATUAN,5,32,3,37,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02031,ISABELA,0203108,CITY OF CAUAYAN,37,179,1,216,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02031,ISABELA,0203114,CITY OF ILAGAN (CAPITAL),82,279,35,360,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02031,ISABELA,0203135,CITY OF SANTIAGO,89,180,45,252,8,0,0,0,1
02,REGION II (CAGAYAN VALLEY),02031,ISABELA,0203109,CORDON,13,37,0,0,0,0,48,0,1
02,REGION II (CAGAYAN VALLEY),02031,ISABELA,0203118,DELFIN ALBANO,16,67,13,80,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02031,ISABELA,0203110,DINAPIGUE,4,18,0,21,1,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02031,ISABELA,0203111,DIVILACAN,0,42,0,40,1,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02031,ISABELA,0203112,ECHAGUE,168,284,34,452,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02031,ISABELA,0203113,GAMU,18,80,0,98,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02031,ISABELA,0203115,JONES,64,89,24,126,0,0,0,0,1
02,REGION II (CAGAYAN VALLEY),02031,ISABELA,0203116,LUNA,19,87,8,106,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02031,ISABELA,0203117,MACONACON,0,13,17,13,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02031,ISABELA,0203119,MALLIG,46,97,17,143,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02031,ISABELA,0203120,NAGUILIAN,21,40,0,61,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02031,ISABELA,0203121,PALANAN,17,74,0,91,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02031,ISABELA,0203122,QUEZON,12,73,6,85,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02031,ISABELA,0203123,QUIRINO,33,105,6,137,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02031,ISABELA,0203124,RAMON,22,39,0,0,1,0,58,0,0
02,REGION II (CAGAYAN VALLEY),02031,ISABELA,0203125,REINA MERCEDES,24,53,0,77,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02031,ISABELA,0203126,ROXAS,61,151,24,212,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02031,ISABELA,0203127,SAN AGUSTIN,35,83,12,60,49,0,0,0,1
02,REGION II (CAGAYAN VALLEY),02031,ISABELA,0203128,SAN GUILLERMO,13,56,3,59,10,0,0,0,1
02,REGION II (CAGAYAN VALLEY),02031,ISABELA,0203129,SAN ISIDRO,8,13,0,21,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02031,ISABELA,0203130,SAN MANUEL,47,57,19,104,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02031,ISABELA,0203131,SAN MARIANO,89,293,36,382,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02031,ISABELA,0203132,SAN MATEO,31,83,0,110,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02031,ISABELA,0203133,SAN PABLO,0,211,0,210,1,0,0,0,1
02,REGION II (CAGAYAN VALLEY),02031,ISABELA,0203134,SANTA MARIA,0,103,50,102,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02031,ISABELA,0203136,SANTO TOMAS,94,114,16,208,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02031,ISABELA,0203137,TUMAUINI,140,374,22,500,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02050,NUEVA VIZCAYA,0205015,ALFONSO CASTANEDA,5,51,0,56,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02050,NUEVA VIZCAYA,0205001,AMBAGUIO,17,37,6,54,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02050,NUEVA VIZCAYA,0205002,ARITAO,70,0,0,70,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02050,NUEVA VIZCAYA,0205003,BAGABAG,4,44,1,48,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02050,NUEVA VIZCAYA,0205004,BAMBANG,200,0,0,200,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02050,NUEVA VIZCAYA,0205005,BAYOMBONG (CAPITAL),50,95,3,145,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02050,NUEVA VIZCAYA,0205006,DIADI,26,63,0,86,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02050,NUEVA VIZCAYA,0205007,DUPAX DEL NORTE,31,51,0,82,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02050,NUEVA VIZCAYA,0205008,DUPAX DEL SUR,37,68,0,104,0,0,0,0,1
02,REGION II (CAGAYAN VALLEY),02050,NUEVA VIZCAYA,0205009,KASIBU,16,78,14,94,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02050,NUEVA VIZCAYA,0205010,KAYAPA,82,89,0,171,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02050,NUEVA VIZCAYA,0205011,QUEZON,35,35,0,70,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02050,NUEVA VIZCAYA,0205012,SANTA FE,20,40,10,60,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02050,NUEVA VIZCAYA,0205013,SOLANO,31,81,0,111,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02050,NUEVA VIZCAYA,0205014,VILLAVERDE,11,36,6,47,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02057,QUIRINO,0205701,AGLIPAY,35,120,0,155,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02057,QUIRINO,0205702,CABARROGUIS (CAPITAL),10,92,4,102,0,0,0,0,1
02,REGION II (CAGAYAN VALLEY),02057,QUIRINO,0205703,DIFFUN,32,154,15,185,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02057,QUIRINO,0205704,MADDELA,32,115,7,147,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02057,QUIRINO,0205706,NAGTIPUNAN,26,85,4,111,0,0,0,0,0
02,REGION II (CAGAYAN VALLEY),02057,QUIRINO,0205705,SAGUDAY,0,61,4,61,0,0,0,0,0
03,REGION III (CENTRAL LUZON),03077,AURORA,0307701,BALER (CAPITAL),48,84,6,132,0,0,0,0,0
03,REGION III (CENTRAL LUZON),03077,AURORA,0307702,CASIGURAN,44,96,0,136,1,0,0,1,1
03,REGION III (CENTRAL LUZON),03077,AURORA,0307703,DILASAG,36,100,10,134,0,0,0,0,1
03,REGION III (CENTRAL LUZON),03077,AURORA,0307704,DINALUNGAN,9,62,5,63,8,0,0,0,1
03,REGION III (CENTRAL LUZON),03077,AURORA,0307705,DINGALAN,73,201,0,219,2,0,0,0,1
03,REGION III (CENTRAL LUZON),03077,AURORA,0307706,DIPACULAO,43,110,19,150,4,0,0,0,1
03,REGION III (CENTRAL LUZON),03077,AURORA,0307707,MARIA AURORA,143,268,34,98,241,0,37,0,1
03,REGION III (CENTRAL LUZON),03077,AURORA,0307708,SAN LUIS,29,122,10,150,1,0,0,0,0
03,REGION III (CENTRAL LUZON),03008,BATAAN,0300801,ABUCAY,12,68,1,77,0,0,0,0,0
03,REGION III (CENTRAL LUZON),03008,BATAAN,0300802,BAGAC,12,69,0,74,0,0,0,0,1
03,REGION III (CENTRAL LUZON),03008,BATAAN,0300803,CITY OF BALANGA (CAPITAL),15,61,10,68,0,0,18,0,1
03,REGION III (CENTRAL LUZON),03008,BATAAN,0300804,DINALUPIHAN,74,126,0,199,0,0,0,0,0
03,REGION III (CENTRAL LUZON),03008,BATAAN,0300805,HERMOSA,37,82,20,95,17,0,0,0,1
03,REGION III (CENTRAL LUZON),03008,BATAAN,0300806,LIMAY,21,49,13,77,0,0,0,0,1
03,REGION III (CENTRAL LUZON),03008,BATAAN,0300807,MARIVELES,12,106,10,118,0,0,0,0,0
03,REGION III (CENTRAL LUZON),03008,BATAAN,0300808,MORONG,9,45,0,54,0,0,0,0,0
